Id,Category
803,69
804,89
805,35
806,16
807,23
808,60
809,77
810,64
811,44
812,62
813,88
814,6
815,19
816,73
817,56
818,49
819,50
820,3
821,30
822,85
823,51
824,91
825,34
826,80
827,35
828,68
829,5
830,80
831,91
832,17
833,93
834,85
835,5
836,90
837,45
838,57
839,8
840,51
841,5
842,49
843,14
844,69
845,6
846,44
847,81
848,81
849,88
850,88
851,96
852,29
853,65
854,74
855,52
856,51
857,93
858,64
859,31
860,3
861,81
862,34
863,14
864,72
865,54
866,12
867,8
868,92
869,24
870,18
871,68
872,88
873,17
874,34
875,65
876,3
877,59
878,30
879,84
880,85
881,27
882,58
883,28
884,17
885,16
886,10
887,20
888,62
889,43
890,17
891,74
892,33
893,0
894,91
895,65
896,38
897,46
898,97
899,1
900,8
901,17
902,82
903,17
904,89
905,24
906,52
907,8
908,31
909,97
910,4
911,35
912,23
913,34
914,27
915,3
916,12
917,16
918,23
919,74
920,87
921,21
922,32
923,91
924,23
925,7
926,80
927,82
928,25
929,82
930,18
931,15
932,58
933,83
934,83
935,4
936,0
937,80
938,81
939,99
940,69
941,19
942,99
943,60
944,10
945,53
946,87
947,62
948,83
949,26
950,20
951,8
952,14
953,89
954,86
955,34
956,75
957,98
958,37
959,23
960,92
961,81
962,83
963,80
964,29
965,98
966,20
967,16
968,72
969,16
970,49
971,14
972,29
973,96
974,0
975,42
976,99
977,68
978,0
979,87
980,70
981,83
982,30
983,33
984,51
985,16
986,86
987,21
988,98
989,80
990,79
991,65
992,8
993,90
994,9
995,0
996,53
997,14
998,62
999,46
1000,25
1001,81
1002,4
1003,53
1004,8
1005,90
1006,13
1007,30
1008,34
1009,49
1010,63
1011,7
1012,21
1013,24
1014,60
1015,81
1016,89
1017,74
1018,14
1019,32
1020,45
1021,39
1022,89
1023,40
1024,46
1025,89
1026,84
1027,19
1028,76
1029,9
1030,58
1031,18
1032,36
1033,61
1034,16
1035,82
1036,56
1037,31
1038,75
1039,98
1040,99
1041,82
1042,50
1043,82
1044,91
1045,59
1046,96
1047,43
1048,14
1049,2
1050,81
1051,71
1052,65
1053,69
1054,95
1055,23
1056,46
1057,82
1058,82
1059,49
1060,58
1061,0
1062,85
1063,2
1064,18
1065,36
1066,41
1067,32
1068,29
1069,61
1070,38
1071,52
1072,42
1073,6
1074,17
1075,69
1076,29
1077,32
1078,51
1079,7
1080,59
1081,20
1082,27
1083,19
1084,52
1085,27
1086,13
1087,94
1088,45
1089,2
1090,69
1091,0
1092,91
1093,98
1094,63
1095,13
1096,81
1097,27
1098,84
1099,32
1100,79
1101,89
1102,26
1103,46
1104,84
1105,70
1106,58
1107,73
1108,27
1109,7
1110,32
1111,12
1112,88
1113,33
1114,29
1115,34
1116,65
1117,80
1118,37
1119,31
1120,78
1121,61
1122,59
1123,61
1124,59
1125,58
1126,97
1127,39
1128,87
1129,38
1130,53
1131,16
1132,33
1133,43
1134,36
1135,89
1136,11
1137,70
1138,13
1139,54
1140,72
1141,37
1142,16
1143,6
1144,22
1145,49
1146,40
1147,86
1148,71
1149,2
1150,2
1151,95
1152,50
1153,58
1154,16
1155,69
1156,29
1157,89
1158,85
1159,51
1160,18
1161,60
1162,19
1163,46
1164,67
1165,22
1166,19
1167,88
1168,40
1169,97
1170,97
1171,98
1172,12
1173,79
1174,66
1175,28
1176,14
1177,47
1178,10
1179,24
1180,79
1181,60
1182,36
1183,54
1184,77
1185,8
1186,19
1187,30
1188,9
1189,38
1190,44
1191,43
1192,55
1193,18
1194,14
1195,35
1196,39
1197,72
1198,0
1199,33
1200,68
1201,81
1202,48
1203,25
1204,88
1205,48
1206,6
1207,3
1208,61
1209,45
1210,45
1211,41
1212,11
1213,15
1214,56
1215,1
1216,60
1217,41
1218,37
1219,62
1220,7
1221,49
1222,62
1223,34
1224,93
1225,34
1226,51
1227,51
1228,73
1229,82
1230,25
1231,74
1232,64
1233,96
1234,78
1235,42
1236,44
1237,85
1238,95
1239,6
1240,60
1241,87
1242,51
1243,21
1244,11
1245,7
1246,15
1247,58
1248,2
1249,63
1250,9
1251,3
1252,19
1253,42
1254,48
1255,94
1256,12
1257,46
1258,6
1259,65
1260,37
1261,72
1262,12
1263,80
1264,85
1265,88
1266,69
1267,1
1268,37
1269,48
1270,94
1271,57
1272,94
1273,74
1274,38
1275,21
1276,4
1277,31
1278,25
1279,21
1280,2
1281,24
1282,82
1283,68
1284,68
1285,36
1286,99
1287,82
1288,93
1289,71
1290,39
1291,88
1292,45
1293,92
1294,50
1295,49
1296,79
1297,16
1298,51
1299,82
1300,60
1301,70
1302,28
1303,46
1304,20
1305,75
1306,11
1307,98
1308,63
1309,45
1310,55
1311,84
1312,50
1313,52
1314,4
1315,20
1316,71
1317,71
1318,79
1319,5
1320,21
1321,93
1322,93
1323,64
1324,89
1325,57
1326,66
1327,79
1328,48
1329,76
1330,97
1331,35
1332,16
1333,63
1334,45
1335,37
1336,34
1337,52
1338,94
1339,25
1340,92
1341,41
1342,7
1343,5
1344,85
1345,84
1346,38
1347,78
1348,30
1349,33
1350,2
1351,28
1352,32
1353,25
1354,64
1355,11
1356,3
1357,88
1358,97
1359,78
1360,24
1361,27
1362,48
1363,73
1364,27
1365,6
1366,19
1367,9
1368,51
1369,86
1370,38
1371,65
1372,52
1373,27
1374,52
1375,25
1376,30
1377,85
1378,80
1379,22
1380,67
1381,26
1382,55
1383,22
1384,77
1385,47
1386,44
1387,95
1388,40
1389,81
1390,81
1391,18
1392,39
1393,49
1394,13
1395,41
1396,54
1397,6
1398,37
1399,88
1400,95
1401,84
1402,37
1403,22
1404,20
1405,69
1406,21
1407,34
1408,72
1409,84
1410,62
1411,98
1412,53
1413,52
1414,10
1415,39
1416,51
1417,88
1418,28
1419,61
1420,82
1421,66
1422,68
1423,23
1424,95
1425,23
1426,6
1427,20
1428,91
1429,49
1430,27
1431,98
1432,29
1433,31
1434,93
1435,60
1436,99
1437,22
1438,52
1439,1
1440,43
1441,45
1442,51
1443,17
1444,39
1445,69
1446,7
1447,4
1448,43
1449,65
1450,64
1451,8
1452,0
1453,15
1454,28
1455,65
1456,66
1457,76
1458,70
1459,22
1460,92
1461,71
1462,79
1463,0
1464,88
1465,89
1466,98
1467,48
1468,82
1469,35
1470,53
1471,21
1472,7
1473,72
1474,20
1475,22
1476,85
1477,15
1478,94
1479,94
1480,68
1481,16
1482,84
1483,55
1484,95
1485,99
1486,26
1487,98
1488,28
1489,61
1490,94
1491,39
1492,63
1493,66
1494,71
1495,19
1496,28
1497,81
1498,27
1499,53
1500,13
1501,0
1502,50
1503,54
1504,21
1505,66
1506,52
1507,10
1508,45
1509,97
1510,76
1511,6
1512,66
1513,46
1514,8
1515,65
1516,44
1517,69
1518,24
1519,9
1520,8
1521,77
1522,92
1523,65
1524,17
1525,62
1526,53
1527,10
1528,97
1529,70
1530,8
1531,8
1532,52
1533,74
1534,30
1535,59
1536,69
1537,8
1538,18
1539,33
1540,61
1541,40
1542,40
1543,29
1544,45
1545,20
1546,23
1547,73
1548,44
1549,27
1550,47
1551,29
1552,24
1553,85
1554,52
1555,22
1556,92
1557,99
1558,78
1559,79
1560,10
1561,47
1562,48
1563,53
1564,65
1565,57
1566,12
1567,48
1568,39
1569,53
1570,12
1571,58
1572,58
1573,97
1574,9
1575,62
1576,90
1577,37
1578,27
1579,21
1580,70
1581,74
1582,30
1583,82
1584,82
1585,29
1586,40
1587,65
1588,93
1589,16
1590,67
1591,16
1592,28
1593,44
1594,87
1595,91
1596,74
1597,20
1598,60
1599,24
1600,77
1601,5
1602,83
1603,94
1604,76
1605,64
1606,38
1607,81
1608,46
1609,26
1610,0
1611,52
1612,57
1613,71
1614,2
1615,79
1616,75
1617,56
1618,43
1619,57
1620,9
1621,5
1622,94
1623,16
1624,62
1625,57
1626,2
1627,43
1628,43
1629,65
1630,65
1631,62
1632,62
1633,14
1634,27
1635,18
1636,38
1637,45
1638,90
1639,23
1640,10
1641,85
1642,46
1643,71
1644,37
1645,90
1646,62
1647,34
1648,4
1649,72
1650,43
1651,64
1652,23
1653,55
1654,73
1655,87
1656,77
1657,28
1658,27
1659,72
1660,72
1661,33
1662,13
1663,48
1664,51
1665,76
1666,90
1667,69
1668,69
1669,50
1670,60
1671,53
1672,34
1673,8
1674,48
1675,44
1676,29
1677,97
1678,99
1679,84
1680,14
1681,84
1682,68
1683,76
1684,92
1685,69
1686,18
1687,13
1688,29
1689,90
1690,71
1691,12
1692,35
1693,83
1694,24
1695,46
1696,88
1697,26
1698,5
1699,81
1700,77
1701,76
1702,77
1703,30
1704,18
1705,92
1706,53
1707,13
1708,0
1709,88
1710,2
1711,7
1712,51
1713,16
1714,17
1715,47
1716,34
1717,16
1718,76
1719,56
1720,92
1721,70
1722,26
1723,31
1724,8
1725,65
1726,95
1727,27
1728,60
1729,51
1730,16
1731,33
1732,62
1733,98
1734,71
1735,2
1736,34
1737,47
1738,18
1739,81
1740,68
1741,42
1742,16
1743,44
1744,46
1745,39
1746,36
1747,35
1748,33
1749,61
1750,35
1751,58
1752,31
1753,12
1754,56
1755,81
1756,3
1757,79
1758,28
1759,64
1760,23
1761,33
1762,37
1763,78
1764,19
1765,92
1766,99
1767,99
1768,9
1769,87
1770,95
1771,18
1772,48
1773,34
1774,49
1775,20
1776,97
1777,46
1778,98
1779,72
1780,75
1781,79
1782,54
1783,92
1784,97
1785,73
1786,86
1787,17
1788,17
1789,76
1790,83
1791,88
1792,14
1793,46
1794,72
1795,55
1796,75
1797,62
1798,91
1799,96
1800,28
1801,18
1802,49
1803,87
1804,57
1805,1
1806,38
1807,86
1808,3
1809,0
1810,0
1811,2
1812,58
1813,68
1814,54
1815,53
1816,45
1817,78
1818,52
1819,43
1820,56
1821,90
1822,33
1823,74
1824,8
1825,60
1826,37
1827,88
1828,73
1829,83
1830,36
1831,46
1832,2
1833,9
1834,40
1835,62
1836,78
1837,15
1838,33
1839,51
1840,48
1841,51
1842,96
1843,78
1844,30
1845,9
1846,34
1847,29
1848,67
1849,39
1850,60
1851,28
1852,81
1853,99
1854,34
1855,85
1856,80
1857,89
1858,86
1859,46
1860,79
1861,8
1862,43
1863,64
1864,2
1865,38
1866,48
1867,52
1868,75
1869,20
1870,58
1871,2
1872,65
1873,90
1874,38
1875,96
1876,2
1877,78
1878,65
1879,81
1880,31
1881,33
1882,60
1883,46
1884,19
1885,18
1886,84
1887,84
1888,98
1889,97
1890,0
1891,65
1892,90
1893,73
1894,9
1895,64
1896,26
1897,57
1898,42
1899,97
1900,76
1901,56
1902,96
1903,67
1904,37
1905,59
1906,31
1907,44
1908,60
1909,86
1910,77
1911,79
1912,16
1913,90
1914,67
1915,12
1916,68
1917,68
1918,36
1919,68
1920,84
1921,83
1922,64
1923,64
1924,46
1925,51
1926,64
1927,5
1928,72
1929,27
1930,8
1931,74
1932,63
1933,63
1934,37
1935,16
1936,27
1937,18
1938,41
1939,17
1940,99
1941,54
1942,81
1943,11
1944,12
1945,34
1946,35
1947,83
1948,60
1949,14
1950,60
1951,92
1952,49
1953,55
1954,34
1955,90
1956,65
1957,79
1958,40
1959,3
1960,96
1961,30
1962,23
1963,49
1964,82
1965,94
1966,12
1967,24
1968,87
1969,62
1970,89
1971,68
1972,86
1973,72
1974,34
1975,74
1976,75
1977,55
1978,49
1979,64
1980,62
1981,78
1982,59
1983,97
1984,76
1985,93
1986,68
1987,0
1988,12
1989,49
1990,72
1991,44
1992,0
1993,39
1994,39
1995,19
1996,74
1997,18
1998,17
1999,93
2000,93
2001,12
2002,58
2003,27
2004,2
2005,31
2006,68
2007,21
2008,66
2009,64
2010,27
2011,69
2012,84
2013,84
2014,20
2015,48
2016,99
2017,48
2018,89
2019,36
2020,31
2021,53
2022,61
2023,51
2024,57
2025,29
2026,30
2027,33
2028,70
2029,78
2030,57
2031,48
2032,60
2033,16
2034,29
2035,8
2036,89
2037,64
2038,30
2039,87
2040,44
2041,52
2042,6
2043,5
2044,79
2045,70
2046,3
2047,71
2048,55
2049,98
2050,33
2051,35
2052,48
2053,3
2054,64
2055,36
2056,88
2057,33
2058,20
2059,95
2060,70
2061,73
2062,76
2063,3
2064,68
2065,95
2066,68
2067,7
2068,66
2069,70
2070,37
2071,53
2072,76
2073,5
2074,95
2075,36
2076,95
2077,20
2078,59
2079,39
2080,92
2081,19
2082,76
2083,52
2084,16
2085,76
2086,66
2087,12
2088,26
2089,45
2090,80
2091,94
2092,88
2093,73
2094,70
2095,20
2096,97
2097,59
2098,38
2099,89
2100,38
2101,96
2102,21
2103,58
2104,33
2105,2
2106,76
2107,94
2108,24
2109,78
2110,53
2111,44
2112,12
2113,42
2114,49
2115,5
2116,59
2117,52
2118,95
2119,95
2120,36
2121,98
2122,68
2123,99
2124,61
2125,55
2126,58
2127,73
2128,49
2129,8
2130,22
2131,32
2132,27
2133,52
2134,97
2135,47
2136,28
2137,72
2138,80
2139,96
2140,77
2141,85
2142,8
2143,17
2144,88
2145,94
2146,8
2147,21
2148,86
2149,26
2150,45
2151,39
2152,29
2153,8
2154,88
2155,53
2156,48
2157,14
2158,90
2159,43
2160,93
2161,38
2162,55
2163,41
2164,82
2165,11
2166,75
2167,8
2168,29
2169,76
2170,15
2171,96
2172,19
2173,97
2174,18
2175,33
2176,37
2177,0
2178,84
2179,44
2180,6
2181,22
2182,49
2183,41
2184,21
2185,52
2186,26
2187,87
2188,23
2189,29
2190,56
2191,41
2192,99
2193,93
2194,86
2195,33
2196,25
2197,84
2198,20
2199,21
2200,88
2201,60
2202,5
2203,67
2204,2
2205,62
2206,16
2207,15
2208,9
2209,51
2210,60
2211,90
2212,88
2213,90
2214,84
2215,4
2216,93
2217,63
2218,5
2219,40
2220,12
2221,80
2222,65
2223,5
2224,76
2225,20
2226,38
2227,15
2228,23
2229,10
2230,87
2231,1
2232,78
2233,47
2234,71
2235,97
2236,73
2237,63
2238,20
2239,13
2240,45
2241,78
2242,17
2243,43
2244,75
2245,31
2246,37
2247,14
2248,99
2249,9
2250,11
2251,3
2252,79
2253,59
2254,4
2255,24
2256,94
2257,67
2258,3
2259,91
2260,0
2261,58
2262,28
2263,26
2264,91
2265,65
2266,71
2267,91
2268,65
2269,68
2270,82
2271,39
2272,19
2273,50
2274,44
2275,14
2276,5
2277,82
2278,66
2279,72
2280,60
2281,24
2282,49
2283,77
2284,97
2285,23
2286,9
2287,28
2288,72
2289,95
2290,89
2291,26
2292,38
2293,44
2294,18
2295,62
2296,93
2297,76
2298,35
2299,84
2300,44
2301,18
2302,22
2303,46
2304,86
2305,34
2306,0
2307,33
2308,0
2309,85
2310,99
2311,68
2312,47
2313,15
2314,90
2315,65
2316,78
2317,80
2318,77
2319,75
2320,90
2321,9
2322,31
2323,24
2324,6
2325,89
2326,34
2327,48
2328,90
2329,60
2330,81
2331,84
2332,57
2333,13
2334,24
2335,46
2336,60
2337,76
2338,38
2339,55
2340,28
2341,27
2342,81
2343,18
2344,48
2345,76
2346,10
2347,46
2348,33
2349,77
2350,45
2351,27
2352,97
2353,1
2354,39
2355,68
2356,87
2357,18
2358,62
2359,88
2360,7
2361,56
2362,0
2363,52
2364,87
2365,10
2366,27
2367,65
2368,87
2369,45
2370,2
2371,61
2372,18
2373,69
2374,34
2375,84
2376,56
2377,31
2378,22
2379,80
2380,83
2381,45
2382,65
2383,9
2384,29
2385,91
2386,95
2387,26
2388,85
2389,46
2390,37
2391,81
2392,66
2393,36
2394,77
2395,80
2396,3
2397,29
2398,16
2399,52
2400,37
2401,62
2402,42
2403,62
2404,32
2405,33
2406,51
2407,3
2408,39
2409,80
2410,24
2411,70
2412,89
2413,55
2414,78
2415,75
2416,2
2417,0
2418,81
2419,60
2420,92
2421,9
2422,78
2423,45
2424,11
2425,56
2426,16
2427,21
2428,20
2429,27
2430,51
2431,39
2432,26
2433,72
2434,42
2435,42
2436,52
2437,39
2438,47
2439,92
2440,82
2441,3
2442,90
2443,54
2444,85
2445,12
2446,48
2447,33
2448,97
2449,80
2450,98
2451,59
2452,28
2453,49
2454,46
2455,89
2456,48
2457,23
2458,62
2459,36
2460,99
2461,15
2462,33
2463,41
2464,28
2465,42
2466,46
2467,98
2468,53
2469,17
2470,45
2471,91
2472,49
2473,8
2474,96
2475,51
2476,56
2477,85
2478,88
2479,50
2480,35
2481,8
2482,2
2483,47
2484,12
2485,22
2486,85
2487,3
2488,18
2489,32
2490,28
2491,10
2492,19
2493,63
2494,42
2495,18
2496,28
2497,30
2498,2
2499,48
2500,40
2501,29
2502,25
2503,32
2504,19
2505,81
2506,76
2507,28
2508,92
2509,0
2510,83
2511,83
2512,54
2513,97
2514,24
2515,36
2516,67
2517,71
2518,69
2519,85
2520,24
2521,92
2522,46
2523,86
2524,32
2525,18
2526,49
2527,10
2528,19
2529,37
2530,5
2531,91
2532,7
2533,64
2534,24
2535,43
2536,23
2537,1
2538,66
2539,43
2540,49
2541,32
2542,82
2543,4
2544,49
2545,45
2546,48
2547,30
2548,27
2549,58
2550,94
2551,67
2552,86
2553,51
2554,84
2555,67
2556,56
2557,67
2558,90
2559,92
2560,84
2561,34
2562,62
2563,62
2564,94
2565,64
2566,10
2567,71
2568,50
2569,36
2570,5
2571,17
2572,65
2573,62
2574,54
2575,35
2576,72
2577,99
2578,90
2579,8
2580,81
2581,74
2582,10
2583,59
2584,56
2585,27
2586,71
2587,99
2588,33
2589,60
2590,82
2591,66
2592,63
2593,11
2594,29
2595,28
2596,72
2597,4
2598,11
2599,65
2600,2
2601,15
2602,13
2603,48
2604,63
2605,74
2606,79
2607,1
2608,30
2609,7
2610,70
2611,16
2612,45
2613,8
2614,5
2615,59
2616,4
2617,94
2618,52
2619,82
2620,89
2621,73
2622,28
2623,28
2624,34
2625,87
2626,48
2627,21
2628,38
2629,77
2630,66
2631,98
2632,23
2633,85
2634,79
2635,16
2636,57
2637,29
2638,34
2639,72
2640,56
2641,20
2642,13
2643,48
2644,33
2645,40
2646,21
2647,62
2648,78
2649,81
2650,13
2651,12
2652,54
2653,19
2654,80
2655,88
2656,52
2657,90
2658,10
2659,92
2660,55
2661,26
2662,83
2663,23
2664,33
2665,96
2666,20
2667,99
2668,82
2669,7
2670,25
2671,86
2672,20
2673,41
2674,24
2675,36
2676,1
2677,50
2678,49
2679,34
2680,28
2681,16
2682,23
2683,82
2684,23
2685,76
2686,74
2687,28
2688,56
2689,75
2690,86
2691,5
2692,20
2693,19
2694,63
2695,82
2696,50
2697,82
2698,62
2699,38
2700,25
2701,38
2702,37
2703,52
2704,46
2705,36
2706,26
2707,52
2708,80
2709,69
2710,6
2711,70
2712,73
2713,26
2714,8
2715,75
2716,48
2717,90
2718,44
2719,38
2720,62
2721,16
2722,30
2723,19
2724,79
2725,45
2726,20
2727,18
2728,44
2729,37
2730,94
2731,88
2732,69
2733,89
2734,84
2735,87
2736,80
2737,5
2738,44
2739,69
2740,35
2741,40
2742,4
2743,25
2744,20
2745,91
2746,73
2747,70
2748,89
2749,48
2750,82
2751,15
2752,5
2753,37
2754,42
2755,56
2756,90
2757,1
2758,92
2759,60
2760,90
2761,3
2762,75
2763,32
2764,60
2765,66
2766,84
2767,76
2768,35
2769,83
2770,4
2771,13
2772,88
2773,10
2774,94
2775,6
2776,83
2777,36
2778,38
2779,1
2780,47
2781,84
2782,1
2783,89
2784,74
2785,89
2786,39
2787,18
2788,38
2789,96
2790,34
2791,13
2792,26
2793,65
2794,7
2795,44
2796,52
2797,38
2798,41
2799,96
2800,41
2801,15
2802,73
2803,89
2804,51
2805,51
2806,23
2807,16
2808,34
2809,3
2810,97
2811,21
2812,70
2813,43
2814,5
2815,67
2816,35
2817,78
2818,70
2819,36
2820,66
2821,2
2822,11
2823,88
2824,49
2825,85
2826,71
2827,18
2828,98
2829,70
2830,67
2831,36
2832,57
2833,57
2834,9
2835,2
2836,95
2837,47
2838,17
2839,1
2840,51
2841,53
2842,83
2843,74
2844,75
2845,64
2846,78
2847,5
2848,31
2849,94
2850,48
2851,43
2852,46
2853,54
2854,41
2855,89
2856,43
2857,84
2858,41
2859,21
2860,64
2861,67
2862,24
2863,40
2864,23
2865,68
2866,82
2867,84
2868,17
2869,90
2870,56
2871,84
2872,59
2873,65
2874,44
2875,9
2876,60
2877,32
2878,87
2879,68
2880,93
2881,0
2882,5
2883,97
2884,9
2885,33
2886,6
2887,17
2888,35
2889,8
2890,11
2891,43
2892,44
2893,97
2894,61
2895,49
2896,22
2897,29
2898,58
2899,36
2900,12
2901,82
2902,95
2903,84
2904,69
2905,66
2906,44
2907,98
2908,87
2909,32
2910,46
2911,71
2912,39
2913,84
2914,6
2915,20
2916,68
2917,32
2918,5
2919,98
2920,81
2921,53
2922,13
2923,57
2924,99
2925,26
2926,16
2927,60
2928,82
2929,26
2930,39
2931,14
2932,97
2933,69
2934,78
2935,40
2936,51
2937,31
2938,67
2939,44
2940,62
2941,20
2942,73
2943,27
2944,62
2945,23
2946,86
2947,62
2948,90
2949,38
2950,65
2951,99
2952,1
2953,65
2954,21
2955,68
2956,58
2957,87
2958,42
2959,64
2960,60
2961,57
2962,36
2963,43
2964,9
2965,94
2966,99
2967,52
2968,1
2969,64
2970,35
2971,95
2972,38
2973,38
2974,97
2975,16
2976,28
2977,65
2978,21
2979,8
2980,43
2981,21
2982,7
2983,59
2984,51
2985,63
2986,97
2987,62
2988,91
2989,49
2990,98
2991,53
2992,60
2993,83
2994,81
2995,67
2996,43
